(26, -8)
(25, -8)
(25, -7)
(29, -6)
(29, -7)
(28, -7)
(27, -5)
(26, -5)
(26, -4)
(23, -5)
(24, -5)
(20, -3)
(19, -2)
(25, 1)
(24, 3)
(21, -3)
(22, -4)
(23, -3)
(21, -2)
(21, 0)
(21, -1)
(23, -2)
(23, -1)
(22, -1)
(22, 0)
(24, 1)
(24, 2)
(23, 5)
(22, 3)
(21, 3)
(20, 4)
(19, 4)
(18, 8)
(13, 8)
(13, 9)
(13, 6)
(13, 7)
(14, 8)
(14, 10)
(16, 11)
(16, 8)
(15, 8)
(16, 4)
(15, 4)
(15, 3)
(15, 2)
(15, 1)
(13, 1)
(17, 0)
(17, 1)
(16, 1)
(16, 2)
(20, 3)
(20, 2)
(20, 0)
(19, 0)
(17, 2)
(18, 3)
(18, 4)
(16, 5)
(17, 6)
(18, 7)
(19, 5)
(20, 8)
(21, 8)
(20, 7)
(21, 5)
(21, 6)
(22, 7)
(23, 9)
(23, 10)
(23, 11)
(20, 11)
(22, 11)
(22, 10)
(19, 10)
(18, 11)
(19, 12)
(19, 13)
(17, 12)
(15, 14)
(15, 15)
(16, 14)
(16, 12)
(14, 11)
(12, 11)
(12, 12)
(11, 12)
(10, 12)
(8, 14)
(10, 11)
(10, 10)
(10, 9)
(10, 8)
(9, 8)
(9, 7)
(10, 7)
(10, 6)
(11, 6)
(11, 5)
(10, 5)
(10, 4)
(11, 4)
(11, 3)
(11, 2)
(12, 1)
(15, -3)
(16, -4)
(14, -8)
(10, -5)
(11, -5)
(15, 0)
(16, -1)
(17, -1)
(18, -2)
(17, -3)
(16, -3)
(15, -2)
(14, -2)
(13, -2)
(14, -3)
(15, -4)
(13, -4)
(12, -6)
(12, -5)
(12, -4)
(10, -2)
(11, -1)
(14, -1)
(13, -1)
(12, -2)
(9, -3)
(5, -6)
(5, -7)
(7, -7)
(7, 0)
(4, 1)
(6, 0)
(3, 7)
(4, 7)
(6, 9)
(5, 8)
(8, 5)
(6, 7)
(8, 11)
(11, 14)
(11, 15)
(10, 14)
(9, 13)
(6, 15)
(5, 16)
(4, 14)
(3, 13)
(8, 12)
(7, 12)
(6, 11)
(6, 10)
(7, 10)
(9, 10)
(9, 9)
(8, 9)
(8, 8)
(8, 7)
(7, 6)
(6, 5)
(6, 6)
(4, 6)
(3, 6)
(2, 5)
(3, 4)
(3, 3)
(2, 3)
(1, 7)
(1, 6)
(0, 4)
(-4, 7)
(-8, 6)
(-9, 9)
(-8, 10)
(-7, 9)
(-7, 8)
(-8, 8)
(-9, 7)
(-14, 6)
(-14, 5)
(-13, 4)
(-13, 3)
(-14, 3)
(-15, 4)
(-16, 5)
(-16, 6)
(-15, 7)
(-12, 12)
(-11, 8)
(-11, 9)
(-18, 6)
(-19, 6)
(-18, 7)
(-20, 7)
(-21, 7)
(-22, 7)
(-22, 8)
(-22, 9)
(-23, 10)
(-23, 11)
(-22, 11)
(-21, 10)
(-20, 10)
(-18, 8)
(-18, 10)
(-20, 11)
(-18, 14)
(-17, 14)
(-17, 13)
(-20, 13)
(-19, 13)
(-18, 13)
(-19, 12)
(-19, 11)
(-17, 12)
(-17, 11)
(-15, 11)
(-14, 10)
(-16, 9)
(-16, 10)
(-15, 9)
(-12, 6)
(-12, 10)
(-13, 10)
(-13, 12)
(-9, 12)
(-11, 12)
(-10, 13)
(-14, 13)
(-14, 15)
(-14, 14)
(-15, 14)
(-15, 15)
(-16, 15)
(-16, 16)
(-17, 15)
(-18, 15)
(-18, 16)
(-18, 17)
(-16, 20)
(-15, 20)
(-15, 19)
(-18, 19)
(-17, 19)
(-16, 19)
(-17, 18)
(-17, 17)
(-15, 18)
(-15, 17)
(-14, 18)
(-13, 18)
(-13, 14)
(-13, 13)
(-9, 15)
(-11, 14)
(-10, 16)
(-11, 17)
(-13, 17)
(-12, 17)
(-11, 16)
(-8, 13)
(-8, 14)
(-6, 14)
(-7, 12)
(-6, 11)
(-5, 12)
(-5, 11)
(-4, 10)
(-5, 9)
(-3, 7)
(0, 5)
(-1, 5)
(-1, 4)
(-1, 3)
(-2, 4)
(-2, 3)
(-4, 5)
(-3, 6)
(-3, 5)
(-2, 5)
(-2, 6)
(-1, 6)
(-1, 7)
(-2, 7)
(-2, 8)
(-3, 8)
(-3, 9)
(-4, 8)
(-5, 7)
(-11, 6)
(-10, 5)
(-9, 4)
(-8, 4)
(-13, -2)
(-13, -1)
(-13, 0)
(-13, 1)
(-12, 4)
(-10, 2)
(-11, 2)
(-12, -1)
(-9, -8)
(-9, -9)
(-10, -9)
(-11, -8)
(-11, -7)
(-12, -4)
(-13, -9)
(-14, -9)
(-14, -8)
(-3, -7)
(0, -7)
(-1, -7)
(-1, -8)
(-1, -9)
(1, -8)
(0, -9)
(0, -10)
(-1, -10)
(-2, -11)
(-3, -10)
(-5, -12)
(-5, -11)
(-4, -11)
(-2, -12)
(-1, -12)
(-1, -13)
(-1, -19)
(0, -18)
(-1, -18)
(-3, -15)
(-2, -13)
(-2, -14)
(-3, -14)
(-4, -13)
(-5, -14)
(-3, -16)
(-1, -17)
(0, -15)
(0, -16)
(3, -15)
(4, -15)
(3, -16)
(5, -16)
(6, -16)
(3, -17)
(5, -22)
(4, -22)
(1, -18)
(1, -17)
(2, -17)
(3, -18)
(4, -18)
(5, -18)
(6, -18)
(8, -15)
(6, -19)
(3, -23)
(4, -23)
(3, -24)
(3, -25)
(5, -25)
(4, -24)
(6, -24)
(5, -24)
(6, -22)
(7, -22)
(8, -22)
(9, -22)
(8, -21)
(7, -19)
(11, -13)
(10, -13)
(10, -14)
(9, -14)
(9, -15)
(10, -15)
(11, -15)
(12, -13)
(12, -12)
(13, -12)
(13, -13)
(14, -15)
(13, -17)
(14, -18)
(15, -18)
(15, -17)
(13, -16)
(12, -15)
(13, -18)
(13, -19)
(12, -19)
(12, -20)
(12, -21)
(13, -22)
(13, -23)
(12, -23)
(11, -22)
(10, -21)
(10, -20)
(10, -19)
(11, -18)
(12, -17)
(8, -16)
(9, -16)
(9, -17)
(9, -20)
(7, -18)
(7, -17)
(8, -18)
(8, -20)
(6, -21)
(5, -20)
(4, -21)
(3, -20)
(2, -19)
(-3, -23)
(0, -24)
(0, -25)
(1, -26)
(1, -27)
(0, -28)
(-1, -29)
(-2, -29)
(-2, -28)
(-1, -27)
(-1, -26)
(-2, -25)
(-2, -22)
(0, -21)
(-1, -23)
(-2, -23)
(-3, -24)
(-3, -25)
(-8, -23)
(-2, -19)
(-4, -17)
(-5, -17)
(-5, -16)
(-6, -14)
(-6, -15)
(-6, -16)
(-9, -17)
(-4, -21)
(-6, -20)
(-7, -20)
(-7, -19)
(-6, -19)
(-3, -21)
(-3, -20)
(-3, -19)
(-4, -19)
(-5, -20)
(-5, -21)
(-6, -21)
(-5, -23)
(-11, -23)
(-10, -23)
(-14, -29)
(-14, -28)
(-14, -27)
(-15, -26)
(-15, -25)
(-14, -25)
(-13, -26)
(-13, -19)
(-12, -15)
(-15, -16)
(-17, -14)
(-17, -13)
(-16, -11)
(-16, -10)
(-15, -10)
(-14, -15)
(-14, -16)
(-13, -16)
(-12, -17)
(-12, -16)
(-10, -17)
(-12, -20)
(-12, -21)
(-13, -21)
(-14, -20)
(-15, -20)
(-15, -21)
(-16, -21)
(-16, -24)
(-17, -25)
(-18, -25)
(-17, -23)
(-16, -23)
(-16, -22)
(-14, -24)
(-13, -22)
(-12, -24)
(-4, -28)
(-3, -28)
(-3, -29)
(-8, -29)
(-8, -31)
(-4, -30)
(-5, -30)
(-6, -30)
(-7, -28)
(-8, -24)
(-9, -24)
(-9, -25)
(-10, -25)
(-10, -24)
(-12, -25)
(-12, -27)
(-11, -29)
(-10, -30)
(-13, -37)
(-22, -37)
(-23, -36)
(-23, -35)
(-21, -33)
(-20, -33)
(-23, -33)
(-24, -34)
(-25, -34)
(-25, -33)
(-24, -32)
(-24, -31)
(-24, -30)
(-23, -30)
(-21, -29)
(-19, -28)
(-20, -30)
(-19, -30)
(-20, -29)
(-20, -27)
(-20, -28)
(-26, -20)
(-25, -20)
(-24, -20)
(-23, -19)
(-22, -19)
(-21, -20)
(-20, -21)
(-20, -22)
(-18, -24)
(-20, -23)
(-21, -22)
(-21, -23)
(-24, -29)
(-27, -26)
(-25, -27)
(-25, -28)
(-25, -29)
(-26, -28)
(-27, -29)
(-28, -30)
(-28, -31)
(-28, -32)
(-29, -33)
(-30, -33)
(-30, -32)
(-30, -31)
(-30, -30)
(-29, -29)
(-28, -28)
(-27, -27)
(-26, -27)
(-28, -23)
(-29, -22)
(-29, -21)
(-28, -20)
(-27, -20)
(-27, -21)
(-26, -21)
(-22, -22)
(-22, -23)
(-21, -27)
(-21, -24)
(-20, -26)
(-21, -25)
(-22, -26)
(-27, -24)
(-26, -22)
(-27, -22)
(-27, -23)
(-26, -23)
(-24, -25)
(-24, -26)
(-23, -27)
(-22, -28)
(-22, -31)
(-22, -32)
(-21, -31)
(-20, -31)
(-19, -32)
(-19, -31)
(-18, -30)
(-17, -30)
(-16, -30)
(-15, -30)
(-17, -31)
(-9, -32)
(-11, -34)
(-11, -32)
(-11, -33)
(-10, -33)
(-10, -36)
(-9, -38)
(-10, -34)
(-9, -36)
(-8, -36)
(-3, -43)
(-4, -43)
(-7, -36)
(-4, -39)
(2, -37)
(1, -36)
(0, -35)
(-1, -34)
(-2, -32)
(0, -34)
(1, -34)
(6, -36)
(7, -36)
(7, -37)
(6, -37)
(6, -38)
(5, -38)
(4, -38)
(3, -38)
(3, -37)
(2, -36)
(3, -35)
(6, -34)
(5, -35)
(4, -35)
(4, -34)
(5, -33)
(1, -31)
(2, -31)
(3, -34)
(3, -30)
(2, -29)
(2, -28)
(3, -27)
(4, -26)
(5, -26)
(4, -28)
(4, -29)
(5, -30)
(6, -31)
(7, -31)
(7, -30)
(6, -29)
(5, -28)
(6, -27)
(7, -28)
(8, -29)
(9, -30)
(9, -31)
(9, -32)
(10, -33)
(11, -34)
(12, -35)
(12, -36)
(11, -37)
(10, -37)
(10, -36)
(10, -35)
(9, -34)
(8, -33)
(7, -33)
(6, -32)
(5, -32)
(5, -31)
(3, -32)
(3, -33)
(2, -33)
(1, -33)
(0, -32)
(-1, -30)
(-3, -30)
(-3, -31)
(-5, -31)
(-3, -32)
(-2, -33)
(-9, -33)
(-8, -33)
(-6, -37)
(-3, -34)
(-3, -33)
(-6, -36)
(-6, -32)
(-5, -33)
(-4, -33)
(-5, -34)
(-5, -35)
(-2, -37)
(-2, -38)
(-1, -38)
(0, -37)
(0, -36)
(-1, -35)
(-3, -35)
(-2, -35)
(-3, -38)
(-4, -36)
(-5, -36)
(-4, -37)
(-6, -42)
(-4, -42)
(-2, -42)
(-1, -42)
(1, -41)
(2, -39)
(2, -40)
(1, -40)
(0, -40)
(-3, -39)
(-1, -41)
(-2, -41)
(-1, -40)
(-1, -39)
(-2, -40)
(-3, -41)
(-5, -40)
(-5, -39)
(-6, -40)
(-8, -43)
(-8, -44)
(-9, -45)
(-10, -45)
(-10, -44)
(-10, -39)
(-11, -40)
(-10, -40)
(-9, -39)
(-8, -39)
(-7, -40)
(-8, -41)
(-9, -42)
(-9, -43)
(-12, -42)
(-10, -41)
(-10, -42)
(-11, -42)
(-12, -44)
(-14, -45)
(-14, -44)
(-13, -44)
(-12, -45)
(-12, -47)
(-14, -49)
(-14, -50)
(-13, -50)
(-12, -49)
(-12, -48)
(-13, -48)
(-13, -47)
(-15, -47)
(-16, -47)
(-17, -46)
(-17, -45)
(-15, -46)
(-15, -45)
(-15, -44)
(-16, -43)
(-14, -43)
(-20, -44)
(-21, -44)
(-22, -44)
(-23, -44)
(-23, -43)
(-19, -37)
(-20, -37)
(-21, -38)
(-20, -38)
(-19, -38)
(-21, -39)
(-22, -39)
(-18, -42)
(-19, -43)
(-20, -43)
(-20, -42)
(-21, -42)
(-21, -43)
(-22, -42)
(-22, -40)
(-14, -42)
(-15, -42)
(-15, -41)
(-17, -41)
(-17, -40)
(-20, -39)
(-20, -40)
(-19, -40)
(-19, -39)
(-16, -40)
(-15, -40)
(-15, -39)
(-13, -34)
(-15, -35)
(-14, -37)
(-15, -36)
(-16, -39)
(-16, -37)
(-17, -38)
(-17, -37)
(-18, -37)
(-20, -34)
(-19, -34)
(-18, -34)
(-17, -34)
(-17, -35)
(-16, -35)
(-15, -34)
(-16, -33)
(-15, -31)
(-15, -33)
(-14, -33)
(-14, -32)
(-14, -30)
(-13, -30)
(-11, -27)
(-9, -29)
(-10, -29)
(-8, -28)
(-9, -27)
(-8, -27)
(-8, -25)
(-7, -26)
(-6, -27)
(-5, -28)
(-5, -27)
(-4, -27)
(-4, -26)
(-6, -25)
(-6, -24)
(-6, -23)
(-7, -21)
(-8, -21)
(-9, -22)
(-11, -21)
(-10, -21)
(-11, -20)
(-8, -19)
(-8, -18)
(-8, -16)
(-9, -16)
(-10, -14)
(-7, -14)
(-8, -15)
(-9, -14)
(-11, -13)
(-12, -13)
(-14, -13)
(-14, -14)
(-15, -15)
(-16, -16)
(-16, -17)
(-15, -18)
(-15, -19)
(-16, -20)
(-17, -21)
(-18, -21)
(-18, -20)
(-17, -19)
(-17, -18)
(-18, -17)
(-18, -16)
(-17, -15)
(-16, -15)
(-16, -14)
(-15, -14)
(-15, -13)
(-16, -13)
(-15, -11)
(-14, -11)
(-14, -10)
(-13, -10)
(-10, -11)
(-11, -12)
(-11, -11)
(-12, -12)
(-13, -11)
(-11, -9)
(-12, -9)
(-12, -8)
(-15, -6)
(-16, -5)
(-15, -3)
(-16, -3)
(-10, -6)
(-8, -7)
(-9, -6)
(-11, -1)
(-11, 0)
(-11, 1)
(-10, 0)
(-6, 6)
(-8, 3)
(-4, 3)
(-5, 3)
(-2, 0)
(-1, -2)
(-1, -1)
(-3, -2)
(-3, -3)
(-4, -2)
(-11, -4)
(-11, -5)
(-13, -4)
(-12, -2)
(-11, -2)
(-9, 0)
(-10, -2)
(-10, -3)
(-10, -4)
(-8, -2)
(-9, -2)
(-9, -1)
(-8, -1)
(-8, 0)
(-5, 2)
(-4, 0)
(-5, 1)
(-6, 1)
(-7, 0)
(-6, -2)
(-7, -2)
(-8, -3)
(-9, -5)
(-6, -8)
(-7, -8)
(-5, -5)
(-4, -5)
(-4, -4)
(-5, -4)
(-7, -4)
(-7, -5)
(-6, -5)
(-6, -6)
(-4, -8)
(-5, -8)
(-5, -7)
(-4, -7)
(-4, -6)
(-2, -6)
(-1, -6)
(-2, -5)
(-2, -4)
(-1, -3)
(0, -3)
(2, -3)
(2, -4)
(3, -3)
(4, -3)
(3, -2)
(4, -2)
(5, -5)
(5, -1)
(9, -4)
(9, -7)
(11, -6)
(12, -8)
(11, -7)
(9, -6)
(7, -5)
(8, -5)
(6, -4)
(7, -4)
(8, -3)
(8, -2)
(9, -1)
(10, -1)
(10, 0)
(11, 1)
(10, 1)
(10, 2)
(8, 4)
(9, 4)
(8, 1)
(9, 2)
(7, 4)
(8, 3)
(5, 5)
(5, 4)
(4, 3)
(4, 2)
(5, 3)
(7, 2)
(7, 3)
(6, 3)
